domaintoolsregistrars,knujon,DomainNameEntropy,registrar_prices,isNotResolves,ttlRisk,spamhausreg,SpamhausTld,lehigh-typosquat,AlexaLevSim_score,AlexaLevSim_domain,Label 
0.6,0.6,0.080500018,0.6,TRUE,0.3,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.244744146,0.6,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.043269282,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.112782531,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.068996378,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.031168028,0.6,TRUE,0.5,FALSE,0.288198758,FALSE,0,TRUE,alexatop
0.6,0.6,0.025493783,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.049445005,0.039090948,0.78538648,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.046144662,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.049445005,0.098810425,0.78538648,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.39556004,0.051499682,0.415891539,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.034041214,0.6,TRUE,0.5,FALSE,0.034782609,FALSE,0,TRUE,alexatop
0.6,0.6,0.058406634,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.05229321,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.058588121,0.122601732,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.043751165,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.04641872,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.200807265,0.051041879,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.39556004,0.029920005,0.415891539,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.049445005,0.038808403,0.78538648,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.044951319,0.6,TRUE,0.1,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.027525686,0.6,TRUE,0.5,FALSE,0.002484472,FALSE,0,TRUE,alexatop
0.6,0.6,0.029178715,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.039273831,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.060653543,0,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.090182696,0.6,TRUE,0.5,FALSE,0.058385093,FALSE,0,TRUE,alexatop
0.6,0.6,0.039019755,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.076740879,0.6,TRUE,0.3,FALSE,0.002484472,FALSE,0,TRUE,alexatop
0.6,0.6,0.079858439,0.6,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.035623104,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.068773039,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.02889011,0.6,TRUE,0.6,FALSE,0.288198758,FALSE,0,TRUE,alexatop
0.6,0.6,0.046308711,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.220581595,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.043245954,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.022535326,0.6,TRUE,0.5,FALSE,0.002484472,FALSE,0,TRUE,alexatop
0.6,0.6,0.048307311,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.037599602,0.6,TRUE,0.7,FALSE,0.058385093,FALSE,0,TRUE,alexatop
0.6,0.6,0.039903086,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.02544773,0.6,TRUE,0.5,FALSE,0.001242236,FALSE,0,TRUE,alexatop
0.6,0.6,0.031532516,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.412751678,0.065590313,0.031737443,0.729644717,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.162462159,0.03713454,0.596933601,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.39556004,0.043131841,0.415891539,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.027900521,0.6,TRUE,0.3,FALSE,0.017391304,FALSE,0,TRUE,alexatop
0.6,0.6,0.039680215,0.6,TRUE,0.5,FALSE,0.01242236,FALSE,0,TRUE,alexatop
0.6,0.120080727,0.049409752,0.6,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.086443518,0,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.166625853,0.6,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.16851665,0.049164716,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.412751678,0.065590313,0.098429426,0.729644717,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.03125862,0.6,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.02817736,0.6,TRUE,0.5,FALSE,0.034782609,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.031695716,0,TRUE,0.6,FALSE,0.01863354,FALSE,0,TRUE,alexatop
0.6,0.6,0.048398916,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.07103406,0,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.051346144,0.6,TRUE,0.3,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.39556004,0.040509857,0.415891539,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.3098434,0.066599395,0.049728973,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.040713404,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.280524723,0.033290568,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.034540951,0.6,TRUE,0.5,FALSE,0.01863354,FALSE,0,TRUE,alexatop
0.6,0.6,0.044532245,0.6,TRUE,0.5,FALSE,0.034782609,FALSE,0,TRUE,alexatop
0.6,0.6,0.038124632,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.051526268,0.6,TRUE,0.7,FALSE,0,FALSE,0,TRUE,alexatop
0.6,0.6,0.36435707,0.6,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.035031649,0.6,TRUE,0.3,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.040343208,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.058213075,0,TRUE,0.3,FALSE,0.058385093,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.051765959,0,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.067036308,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.043018352,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.045683822,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.033311653,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.027811394,0.6,TRUE,0.7,FALSE,0.058385093,FALSE,0,TRUE,alexatop
0.6,0.6,0.034069347,0.6,TRUE,0.6,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.049445005,0.055350327,0.78538648,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.16851665,0.048046118,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.03963453,0.6,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.056517548,0,TRUE,0.5,FALSE,0.093167702,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.142321211,0,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.037891277,0.6,TRUE,0.5,FALSE,0.058385093,FALSE,0,TRUE,alexatop
0.6,0.6,0.044240448,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.048163596,0,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.168353574,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.180077374,0,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.049250096,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.049445005,0.050795431,0.78538648,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.05978936,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.193102771,0,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.265027331,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.16851665,0.132025761,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.047842428,0,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.123541183,0,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.129921438,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.232326992,0.6,TRUE,0.6,FALSE,0.288198758,FALSE,0,TRUE,alexatop
0.6,0.6,0.086733665,0.6,TRUE,0.5,FALSE,0.034782609,FALSE,0,TRUE,alexatop
0.6,0.6,0.043274462,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.087704475,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.032505855,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.033434928,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.046176334,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.044314419,0,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.041508376,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.331987891,0.053471506,0.6,TRUE,0.5,FALSE,0.01863354,FALSE,0,TRUE,alexatop
0.6,0.137235116,0.058790525,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.087453891,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.052934412,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.049445005,0.098659945,0.78538648,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.120415784,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.033714997,0,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.074067267,0.6,TRUE,0.3,FALSE,0.002484472,FALSE,0,TRUE,alexatop
0.6,0.120080727,0.041703815,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.034036377,0.6,TRUE,0.6,FALSE,0.288198758,FALSE,0,TRUE,alexatop
0.6,0.6,0.088134336,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.048677936,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.376387487,0.047338735,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.049684931,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.047403196,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.3098434,0.066599395,0.070165435,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.042629878,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.200807265,0.107397309,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.043463234,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.048160937,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.074672048,0.037613714,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.018834747,0.6,TRUE,0.3,FALSE,0,FALSE,0,TRUE,alexatop
0.6,0.376387487,0.089139999,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.073043861,0.6,TRUE,0.5,FALSE,0.002484472,FALSE,0,TRUE,alexatop
0.6,0.6,0.038887234,0.6,TRUE,0.5,FALSE,0.002484472,FALSE,0,TRUE,alexatop
0.6,0.6,0.07175052,0.6,TRUE,0.3,FALSE,0.002484472,FALSE,0,TRUE,alexatop
0.6,0.16851665,0.035195977,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.029507509,0.6,TRUE,0.5,FALSE,0.002484472,FALSE,0,TRUE,alexatop
0.6,0.6,0.086898204,0.6,TRUE,0.3,FALSE,0.01242236,FALSE,0,TRUE,alexatop
0.6,0.6,0.030195383,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.046356645,0.6,TRUE,0.3,FALSE,0.6,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.033116151,0,TRUE,0.3,FALSE,0.01863354,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.034409749,0,TRUE,0,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.046668078,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.018829886,0,TRUE,0.5,FALSE,0.062111801,FALSE,0,TRUE,alexatop
0.6,0.39556004,0.042206961,0.415891539,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.032801807,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.0400523,0.6,TRUE,0.7,FALSE,0.032298137,FALSE,0,TRUE,alexatop
0.6,0.6,0.042083266,0.6,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.041929557,0,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.049445005,0.041288883,0.78538648,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.070650326,0.6,TRUE,0.6,FALSE,0.01863354,FALSE,0,TRUE,alexatop
0.6,0.6,0.085675635,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.039321478,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.033095299,0.6,TRUE,0.5,FALSE,0.6,FALSE,0,TRUE,alexatop
0.6,0.6,0.042559478,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.16851665,0.062752575,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.280524723,0.050649372,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.060425121,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.399596367,0.050887988,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.026169409,0.6,TRUE,0.6,FALSE,0.062111801,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.036978217,0,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.39556004,0.032279863,0.415891539,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.439959637,0.037284546,0.6,TRUE,0.6,FALSE,0.058385093,FALSE,0,TRUE,alexatop
0.6,0.6,0.051687251,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.072381078,0.6,TRUE,0.5,FALSE,0.001242236,FALSE,0,TRUE,alexatop
0.6,0.6,0.127954037,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.019949054,0.6,TRUE,0.6,FALSE,0.014906832,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.036136104,0,TRUE,0.6,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.046637083,0.6,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.425832492,0.047858874,0.6,TRUE,0.7,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.057195774,0.6,TRUE,0.7,FALSE,0.001242236,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.067496552,0,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.037679813,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.097315436,0.272452069,0.049159336,0,TRUE,0.3,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.16851665,0.045204175,0.6,TRUE,0.5,FALSE,0.060869565,FALSE,0,TRUE,alexatop
0.6,0.6,0.075642237,0.6,TRUE,0.5,FALSE,0.023602484,FALSE,0,TRUE,alexatop
