TLD ,REG_PRICE,RENEW_PRICE
.cc,13,13
.com,8.88,8.88
.info,13.38,13.38
.io,8.88,8.88
.net,12.23,12.23
.org,10.63,10.63
Average,11.16666667,11.16666667
