Domain_score,DomainToolRegistrars,knujon,DomainNameEntropy,registrar_prices,ttlRisk,spamhausTld,domain_age,AlexaLevSim,Label
6.111111111,0.6,0.6,0.033882168,0.6,0.7,0.002484472,0.5,0.684210526,maleware
5.888888889,0.6,0.166498486,0.105449117,0.801775555,0.7,0.060869565,0.5,0.777777778,maleware
5.666666667,0.6,0.6,0.055698944,0.6,0.7,0.034782609,0.5,0.615384615,maleware
5.666666667,0.6,0.16851665,0.096359288,0.6,0.6,0.060869565,0.5,0.727272727,maleware
6,0.6,0.6,0.048182953,0.6,0.7,0,0.5,0.538461538,maleware
5.888888889,0.097315436,0.272452069,0.040707697,0,0.7,0.060869565,0.5,0.714285714,maleware
5.666666667,0.6,0.6,0.027801086,0.6,0.7,0.034782609,0.5,0.615384615,maleware
6.111111111,0.6,0.6,0.172872111,0.6,0.6,0.060869565,0.5,0.777777778,maleware
6.111111111,0.387024609,0.529767911,0.518736598,0.6,0.6,0.060869565,0.5,0.7,maleware
6.444444444,0.6,0.6,0.246143524,0.6,0.7,0.058385093,0.5,0.7,maleware
6,0.149888143,0.829465187,0.227795862,0.6,0.7,0.060869565,0.5,0.692307692,maleware
6.222222222,0.6,0.6,0.206814537,0.6,0.7,0.060869565,0.5,0.529411765,maleware
6,0.097315436,0.272452069,0.054028221,0,0.7,0.093167702,0.5,0.526315789,maleware
6,0.097315436,0.272452069,0.049360996,0,0.7,0.093167702,0.5,0.52173913,maleware
5.777777778,0.6,0.6,0.049149581,0.6,0.7,0.034782609,0.5,0.714285714,maleware
6.222222222,0.097315436,0.272452069,0.065348924,0,0.7,0.093167702,0.5,0.6,maleware
5.555555556,0.6,0.19172553,0.032493965,0.694937507,0.7,0.060869565,0.5,0.769230769,maleware
5.777777778,0.6,0.6,0.065726797,0.6,0.7,0.060869565,0.5,0.588235294,maleware
5.777777778,0.6,0.6,0.056950954,0.6,0.7,0.060869565,0.5,0.692307692,maleware
5.333333333,0.6,0.6,0.035320936,0.6,0.3,0.060869565,0.5,0.727272727,maleware
5,0.149888143,0.829465187,0.045182646,0.6,0.3,0.060869565,0.5,0.785714286,maleware
5.444444444,0.6,0.16851665,0.054219163,0.6,0.6,0.060869565,0.5,0.769230769,maleware
5.333333333,0.6,0.6,0.043763747,0.6,0.3,0.060869565,0.5,0.761904762,maleware
6.444444444,0.6,0.6,0.077077438,0.6,0.7,0,0.5,0.615384615,maleware
6.111111111,0.097315436,0.272452069,0.069832844,0,0.7,0.060869565,0.5,0.785714286,maleware
5.555555556,0.6,0.6,0.055626021,0.6,0.7,0.01863354,0.5,0.636363636,maleware
5.777777778,0.6,0.6,0.050683075,0.6,0.7,0.060869565,0.5,0.666666667,maleware
5.666666667,0.6,0.6,0.039256855,0.6,0.7,0.060869565,0.5,0.65,maleware
5.666666667,0.6,0.6,0.046671464,0.6,0.7,0.060869565,0.5,0.578947368,maleware
6.222222222,0.6,0.247225025,0.039231362,0.6,0.7,0.060869565,0.5,0.833333333,maleware
6.444444444,0.6,0.6,0.053569836,0.6,0.7,0.060869565,0.5,0.846153846,maleware
6,0.097315436,0.272452069,0.056970593,0,0.7,0.060869565,0.5,0.75,maleware
6.444444444,0.097315436,0.272452069,0.467276499,0,0.6,0.060869565,0.5,0.7,maleware
5.777777778,0.6,0.6,0.057165896,0.6,0.6,0.060869565,0.5,0.75,maleware
6.222222222,0.6,0.6,0.029414592,0.6,0.5,0.058385093,0.5,0.8,maleware
5.555555556,0.6,0.6,0.092824036,0.6,0.3,0.058385093,0.5,0.75,maleware
6.222222222,0.6,0.6,0.369482375,0.6,0.6,0.060869565,0.5,0.714285714,maleware
5.444444444,0.6,0.16851665,0.053228379,0.6,0.7,0.060869565,0.5,0.6875,maleware
5.666666667,0.6,0.6,0.043429406,0.6,0.6,0.058385093,0.5,0.7,maleware
5.888888889,0.161073826,0.031281534,0.126289063,0.122601732,0.7,0.060869565,0.5,0.647058824,maleware
5.666666667,0.6,0.6,0.047174166,0.6,0.6,0.060869565,0.5,0.769230769,maleware
6.222222222,0.6,0.6,0.187808752,0.6,0.7,0.060869565,0.5,0.6875,maleware
5.444444444,0.6,0.6,0.095329431,0.6,0.3,0.060869565,0.5,0.6875,maleware
5.777777778,0.097315436,0.272452069,0.044221929,0,0.7,0.062111801,0.5,0.666666667,maleware
5.777777778,0.6,0.6,0.046770462,0.6,0.7,0.034782609,0.5,0.727272727,maleware
6.222222222,0.6,0.943491423,0.036983204,0.239416284,0.7,0.060869565,0.5,0.80952381,maleware
6.444444444,0.6,0.6,0.094999174,0.6,0.5,0.01863354,0.5,1,maleware
5.666666667,0.161073826,0.031281534,0.052388295,0.122601732,0.7,0.060869565,0.5,0.764705882,maleware
6,0.6,0.6,0.146687177,0.6,0.7,0.058385093,0.5,0.571428571,maleware
5.666666667,0.387024609,0.529767911,0.092481405,0.6,0.7,0.060869565,0.5,0.571428571,maleware
5.444444444,0.6,0.6,0.050570394,0.6,0.7,0.028571429,0.5,0.625,maleware
5.333333333,0.387024609,0.529767911,0.068845133,0.6,0.6,0.060869565,0.5,0.55,maleware
5.555555556,0.6,0.6,0.041149027,0.6,0.7,0.01863354,0.5,0.666666667,maleware
6.222222222,0.097315436,0.272452069,0.227176781,0,0.6,0.060869565,0.5,0.615384615,maleware
6.111111111,0.6,0.6,0.058477443,0.6,0.7,0.060869565,0.5,0.80952381,maleware
5.666666667,0.6,0.6,0.033656085,0.6,0.7,0.034782609,0.5,0.7,maleware
5.777777778,0.6,0.6,0.055849124,0.6,0.7,0.060869565,0.5,0.611111111,maleware
6.444444444,0.6,0.6,0.088979035,0.6,0.6,0.6,0.5,0.714285714,maleware
5.666666667,0.097315436,0.272452069,0.092395278,0,0.3,0.060869565,0.5,0.714285714,maleware
6.111111111,0.097315436,0.272452069,0.192108426,0,0.6,0.058385093,0.5,0.636363636,maleware
5.888888889,0.6,0.6,0.059686733,0.6,0.7,0.034782609,0.5,0.769230769,maleware
5.888888889,0.6,0.6,0.041567206,0.6,0.7,0.060869565,0.5,0.722222222,maleware
5.777777778,0.097315436,0.272452069,0.064710646,0,0.6,0.060869565,0.5,0.6875,maleware
6.333333333,0.6,0.6,0.134386408,0.6,0.7,0.060869565,0.5,0.857142857,maleware
6,0.6,0.166498486,0.102805391,0.801775555,0.7,0.060869565,0.5,0.777777778,maleware
6.111111111,0.6,0.6,0.047221775,0.6,0.6,0.6,0.5,0.692307692,maleware
6.555555556,0.6,0.6,0.531103566,0.6,0.7,0.060869565,0.5,0.727272727,maleware
5.888888889,0.6,0.6,0.053073983,0.6,0.7,0.288198758,0.5,0.470588235,maleware
5.888888889,0.6,0.6,0.063970504,0.6,0.6,0.288198758,0.5,0.5,maleware
5.666666667,0.6,0.619576186,0.040766363,0.6,0.7,0.060869565,0.5,0.666666667,maleware
6.888888889,0.6,0.6,0.388643175,0.6,0.6,0.058385093,0.5,0.857142857,maleware
5.777777778,0.6,0.39556004,0.282566531,0.415891539,0.6,0.060869565,0.5,0.583333333,maleware
6.111111111,0.6,0.6,0.049094131,0.6,0.7,0.002484472,0.5,0.571428571,maleware
5.666666667,0.161073826,0.031281534,0.058782762,0.122601732,0.7,0.060869565,0.5,0.571428571,maleware
6.444444444,0.6,0.6,0.475728135,0.6,0.7,0.060869565,0.5,0.7,maleware
5.777777778,0.6,0.6,0.039751855,0.6,0.7,0.060869565,0.5,0.631578947,maleware
6.555555556,0.6,0.6,0.276253828,0.6,0.7,0.058385093,0.5,0.846153846,maleware
5.555555556,0.6,0.6,0.043292564,0.6,0.5,0.060869565,0.5,0.7,maleware
5.888888889,0.6,0.6,0.037749102,0.6,0.6,0.288198758,0.5,0.6,maleware
5.444444444,0.097315436,0.272452069,0.043948296,0,0.3,0.060869565,0.5,0.714285714,maleware
5.777777778,0.6,0.6,0.067667482,0.6,0.7,0.058385093,0.5,0.5,maleware
5.777777778,0.6,0.6,0.033265072,0.6,0.7,0.060869565,0.5,0.733333333,maleware
5.666666667,0.6,0.6,0.043955526,0.6,0.7,0.034782609,0.5,0.615384615,maleware
6.111111111,0.6,0.6,0.093468906,0.6,0.7,0.060869565,0.5,0.769230769,maleware
6.111111111,0.097315436,0.272452069,0.219597113,0,0.6,0.060869565,0.5,0.588235294,maleware
6.111111111,0.6,0.6,0.064915134,0.6,0.7,0.002484472,0.5,0.476190476,maleware
5.777777778,0.6,0.6,0.067889885,0.6,0.7,0.058385093,0.5,0.533333333,maleware
5.666666667,0.097315436,0.272452069,0.054311612,0,0.6,0.060869565,0.5,0.684210526,maleware
5.444444444,0.6,0.6,0.029420956,0.6,0.7,0.007453416,0.5,0.636363636,maleware
5.666666667,0.6,0.6,0.064635234,0.6,0.7,0.034782609,0.5,0.555555556,maleware
6,0.6,0.6,0.064372836,0.6,0.7,0.060869565,0.5,0.777777778,maleware
5.666666667,0.6,0.6,0.045390016,0.6,0.6,0.060869565,0.5,0.75,maleware
6.111111111,0.6,0.6,0.049040501,0.6,0.7,0.002484472,0.5,0.5,maleware
5.555555556,0.6,0.6,0.044929513,0.6,0.7,0.058385093,0.5,0.5,maleware
5.666666667,0.6,0.6,0.044202766,0.122601732,0.6,0.058385093,0.5,0.625,maleware
5.555555556,0.6,0.072653885,0.050430142,0.821765585,0.6,0.060869565,0.5,0.789473684,maleware
6,0.097315436,0.272452069,0.197612509,0,0.6,0.060869565,0.5,0.523809524,maleware
5.888888889,0.6,0.6,0.100029733,0.6,0.7,0.034782609,0.5,0.666666667,maleware
6.111111111,0.6,0.6,0.106118258,0.6,0.7,0.060869565,0.5,0.727272727,maleware
6.333333333,0.6,0.6,0.11706527,0.6,0.7,0.002484472,0.5,0.52,maleware
5.888888889,0.387024609,0.529767911,0.375808244,0.6,0.5,0.060869565,0.5,0.777777778,maleware
5.222222222,0.6,0.6,0.090972452,0.6,0.6,0.007453416,0.5,0.423076923,maleware
6.333333333,0.6,0.6,0.053986563,0.6,0.7,0.6,0.5,0.714285714,maleware
5.888888889,0.6,0.6,0.064726661,0.6,0.7,0.060869565,0.5,0.666666667,maleware
6.777777778,0.6,0.6,0.435454055,0.6,0.7,0.546583851,0.5,0.444444444,maleware
7,0.6,0.6,0.367861238,0.6,0.7,0.060869565,0.5,0.8,maleware
6.444444444,0.6,0.6,0.883135876,0.6,0.6,0.060869565,0.5,0.6,maleware
6.222222222,0.412751678,0.065590313,0.476282925,0.729644717,0.7,0.060869565,0.5,0.7,maleware
5.111111111,0.6,0.19172553,0.078057223,0.694937507,0.7,0.060869565,0.5,0,maleware
6.111111111,0.097315436,0.272452069,0.340829826,0,0.6,0.060869565,0.5,0.571428571,maleware
6.444444444,0.6,0.6,0.222483818,0.6,0.7,0.060869565,0.5,0.75,maleware
5.777777778,0.6,0.6,0.058058174,0.6,0.7,0.060869565,0.5,0.578947368,maleware
6,0.6,0.6,0.209093635,0.6,0.7,0.007453416,0.5,0.75,maleware
5.555555556,0.6,0.6,0.070276757,0.6,0.7,0.01863354,0.5,0.526315789,maleware
5.444444444,0.6,0.916246216,0.049058504,0.6,0.7,0.01242236,0.5,0.529411765,maleware
5.888888889,0.6,0.6,0.091294315,0.6,0.7,0.034782609,0.5,0.727272727,maleware
6.222222222,0.6,0.6,0.357508717,0.6,0.7,0.060869565,0.5,0.615384615,maleware
6.333333333,0.6,0.6,0.377455849,0.6,0.7,0.060869565,0.5,0.615384615,maleware
6.444444444,0.6,0.6,0.249728483,0.6,0.7,0.060869565,0.5,0.769230769,maleware
6.333333333,0.6,0.6,0.226831508,0.6,0.7,0.060869565,0.5,0.692307692,maleware
6.333333333,0.6,0.6,0.302007544,0.6,0.7,0.060869565,0.5,0.692307692,maleware
6.222222222,0.097315436,0.272452069,0.327785525,0,0.6,0.060869565,0.5,0.692307692,maleware
6.222222222,0.097315436,0.272452069,0.354932113,0,0.6,0.060869565,0.5,0.692307692,maleware
6.222222222,0.097315436,0.272452069,0.338069858,0,0.6,0.060869565,0.5,0.692307692,maleware
6.333333333,0.6,0.6,0.339442939,0.6,0.7,0.060869565,0.5,0.692307692,maleware
5.444444444,0.6,0.6,0.052343067,0.6,0.5,0.060869565,0.5,0.666666667,maleware
5.888888889,0.6,0.6,0.08875376,0.6,0.7,0.060869565,0.5,0.545454545,maleware
5.555555556,0.161073826,0.031281534,0.048641532,0.122601732,0.7,0.058385093,0.5,0.666666667,maleware
5.666666667,0.097315436,0.272452069,0.058837883,0,0.7,0.01863354,0.5,0.588235294,maleware
5.555555556,0.387024609,0.529767911,0.112718592,0.6,0.6,0.060869565,0.5,0.666666667,maleware
5.333333333,0.6,0.162462159,0.045722405,0.596933601,0.7,0.060869565,0.5,0.647058824,maleware
5.888888889,0.6,0.6,0.056235372,0.6,0.7,0.060869565,0.5,0.7,maleware
5.888888889,0.6,0.6,0.074519007,0.6,0.6,0.060869565,0.5,0.714285714,maleware
6.111111111,0.6,0.6,0.096053222,0.6,0.7,0.060869565,0.5,0.75,maleware
6.111111111,0.6,1,0.109434036,0.6,0.5,0.060869565,0.5,0.7,maleware
5.222222222,0.6,0.39556004,0.05331148,0.415891539,0.5,0.060869565,0.5,0.6875,maleware
5.888888889,0.6,0.6,0.10530563,0.6,0.6,0.060869565,0.5,0.769230769,maleware
5.888888889,0.6,0.6,0.098127603,0.6,0.6,0.058385093,0.5,0.75,maleware
6.444444444,0.6,0.6,0.442275759,0.6,0.7,0.060869565,0.5,0.692307692,maleware
6.333333333,0.387024609,0.529767911,0.105776703,0.6,0.6,0.058385093,0.5,0.8,maleware
5.666666667,0.6,0.6,0.100465435,0.6,0.5,0.034782609,0.5,0.769230769,maleware
6.111111111,0.6,0.6,0.039855514,0.6,0.7,0.058385093,0.5,0.9,maleware
5.888888889,0.6,0.6,0.420790738,0.6,0.3,0.060869565,0.5,0.636363636,maleware
6.333333333,0.6,0.6,0.2220421,0.6,0.7,0.060869565,0.5,0.666666667,maleware
6.222222222,0.6,0.6,0.175659955,0.6,0.7,0.060869565,0.5,0.75,maleware
6.444444444,0.6,0.6,0.355045831,0.6,0.7,0.060869565,0.5,0.777777778,maleware
6.333333333,0.6,0.6,0.761531058,0.6,0.6,0.060869565,0.5,0.666666667,maleware
5.555555556,0.387024609,0.529767911,0.084757839,0.6,0.6,0.060869565,0.5,0.6875,maleware
5.888888889,0.6,0.6,0.032112297,0.6,0.7,0.060869565,0.5,0.769230769,maleware
5.888888889,0.6,0.6,0.035995957,0.6,0.7,0.288198758,0.5,0.538461538,maleware
5.666666667,0.6,0.6,0.042440465,0.6,0.7,0.028571429,0.5,0.705882353,maleware
5.111111111,0.3098434,0.066599395,0.049254397,0.6,0.5,0.060869565,0.5,0.75,maleware
5.777777778,0.6,0.6,0.050742464,0.6,0.7,0.060869565,0.5,0.615384615,maleware
5.555555556,0.6,0.097880928,0.043793446,0.6,0.7,0.060869565,0.5,0.727272727,maleware
5.777777778,0.097315436,0.272452069,0.043444477,0,0.7,0.060869565,0.5,0.692307692,maleware
6.888888889,0.6,0.166498486,0.426460379,0.801775555,0.6,0.060869565,0.5,0.8,maleware
6.222222222,0.6,0.6,0.052716112,0.6,0.7,0.6,0.5,0.631578947,maleware
6,0.6,0.6,0.049900305,0.6,0.6,0.002484472,0.5,0.625,maleware
5.222222222,0.3098434,0.066599395,0.06302224,0.6,0.5,0.060869565,0.5,0.782608696,maleware
6.666666667,0.097315436,0.272452069,0.060959297,0,0.7,0.060869565,0.5,0.823529412,maleware
6.444444444,0.6,0.6,0.080159113,0.6,0.7,0.6,0.5,0.666666667,maleware
6.555555556,0.6,0.6,0.122594246,0.6,0.7,0.6,0.5,0.666666667,maleware
5.333333333,0.6,0.6,0.052416273,0.6,0.7,0.007453416,0.5,0.583333333,maleware
5.666666667,0.6,0.6,0.051292401,0.6,0.7,0.060869565,0.5,0.55,maleware
6,0.6,0.6,0.049578519,0.6,0.7,0.002484472,0.5,0.555555556,maleware
6.444444444,0.6,0.6,0.125250845,0.6,0.7,0.6,0.5,0.523809524,maleware
5.444444444,0.6,0.6,0.049042116,0.6,0.7,0.007453416,0.5,0.647058824,maleware
5.444444444,0.097315436,0.272452069,0.046070409,0,0.6,0.028571429,0.5,0.611111111,maleware
6,0.6,0.6,0.31904815,0.6,0.7,0.007453416,0.5,0.666666667,maleware
5.777777778,0.6,0.6,0.08528655,0.6,0.3,0.002484472,0.5,0.583333333,maleware
6.333333333,0.6,0.6,0.100635529,0.6,0.7,0.6,0.5,0.466666667,maleware
6,0.6,0.6,0.05630709,0.6,0.7,0.093167702,0.5,0.625,maleware
6,0.6,0.6,0.716847938,0.6,0.7,0.004968944,0.5,0.4,maleware
5.777777778,0.6,0.6,0.054012701,0.6,0.7,0.060869565,0.5,0.631578947,maleware
6,0.6,0.6,0.041495578,0.6,0.7,0,0.5,0.545454545,maleware
6.555555556,0.6,0.6,0.073733535,0.6,0.7,0.007453416,0.5,1,maleware
6.111111111,0.6,0.6,0.052316431,0.6,0.7,0.093167702,0.5,0.727272727,maleware
5.333333333,0.6,0.6,0.0685373,0.6,0.7,0.007453416,0.5,0.538461538,maleware
6.111111111,0.6,0.6,0.102296135,0.6,0.7,0.060869565,0.5,0.714285714,maleware
5.888888889,0.6,0.6,0.087860754,0.6,0.7,0.034782609,0.5,0.714285714,maleware
6.555555556,0.6,0.6,0.14229087,0.6,0.7,0.288198758,0.5,0.714285714,maleware
5.777777778,0.6,0.6,0.042664556,0.6,0.7,0.060869565,0.5,0.666666667,maleware
5.666666667,0.6,0.6,0.063725566,0.6,0.7,0.053416149,0.5,0.470588235,maleware
6.555555556,0.097315436,0.272452069,0.043208548,0,0.5,0.053416149,0.5,1,maleware
6.444444444,0.6,0.6,0.301401412,0.6,0.7,0.060869565,0.5,0.785714286,maleware
5.222222222,0.6,0.6,0.049203882,0.6,0.3,0.060869565,0.5,0.642857143,maleware
5.555555556,0.387024609,0.529767911,0.046805656,0.6,0.7,0.060869565,0.5,0.75,maleware
6.777777778,0.6,0.681130172,0.269697213,0.6,0.5,0.058385093,0.5,0.857142857,maleware
6.333333333,0.6,0.6,0.342731707,0.6,0.6,0.288198758,0.5,0.5,maleware
6.333333333,0.6,0.6,0.546911862,0.6,0.6,0.060869565,0.5,0.727272727,maleware
5.888888889,0.6,0.6,0.233925583,0.6,0.7,0.00621118,0.5,0.571428571,maleware
5.666666667,0.6,0.16851665,0.046081614,0.6,0.7,0.060869565,0.5,0.777777778,maleware
6.444444444,0.6,0.6,0.033615525,0.6,0.7,0.6,0.5,0.714285714,maleware
6.444444444,0.6,0.6,0.426846261,0.6,0.7,0.034782609,0.5,0.705882353,maleware
6.111111111,0.6,0.6,0.027059198,0.6,0.7,0.002484472,0.5,0.666666667,maleware
5.888888889,0.097315436,0.272452069,0.085347744,0,0.6,0.060869565,0.5,0.684210526,maleware
5.444444444,0.6,0.6,0.053976196,0.6,0.6,0.034782609,0.5,0.692307692,maleware
5.666666667,0.6,0.6,0.094990442,0.6,0.6,0.034782609,0.5,0.642857143,maleware
6.111111111,0.6,0.6,0.146307556,0.6,0.7,0.058385093,0.5,0.615384615,maleware
6.777777778,0.6,0.049445005,0.06512744,0.78538648,0.5,0.060869565,0.5,0.916666667,maleware
6.333333333,0.6,0.6,0.05066709,0.6,0.7,0.288198758,0.5,0.80952381,maleware
6.444444444,0.6,0.6,0.274848592,0.6,0.7,0.060869565,0.5,0.7,maleware
6.111111111,0.6,0.6,0.050492058,0.6,0.7,0.288198758,0.5,0.666666667,maleware
5.666666667,0.6,0.6,0.170253039,0.6,0.3,0.060869565,0.5,0.642857143,maleware
5.666666667,0.6,0.6,0.047559207,0.6,0.7,0.060869565,0.5,0.692307692,maleware
5.888888889,0.6,0.6,0.042695143,0.6,0.7,0.060869565,0.5,0.75,maleware
6,0.097315436,0.272452069,0.051046388,0,0.7,0.093167702,0.5,0.55,maleware
5.777777778,0.6,0.6,0.067905699,0.6,0.7,0.058385093,0.5,0.526315789,maleware
5.666666667,0.6,0.6,0.083451564,0.6,0.6,0.060869565,0.5,0.538461538,maleware
5.888888889,0.6,0.6,0.050325823,0.6,0.7,0.060869565,0.5,0.764705882,maleware
6.777777778,0.6,0.6,0.062739428,0.6,0.7,0,0.5,1,phishtank
5.777777778,0.097315436,0.272452069,0.054551509,0,0.7,0.060869565,0.5,0.666666667,phishtank
5.777777778,0.6,0.6,0.070924644,0.6,0.7,0.034782609,0.5,0.6,phishtank
5.888888889,0.6,0.6,0.040943508,0.6,0.7,0.060869565,0.5,0.75,phishtank
5.444444444,0.6,0.6,0.16475565,0.6,0.7,0.060869565,0.5,0,phishtank
5.777777778,0.6,0.6,0.133918559,0.6,0.7,0.060869565,0.5,0.472222222,phishtank
5.777777778,0.6,0.6,0.132522911,0.6,0.7,0.060869565,0.5,0.435897436,phishtank
5.333333333,0.6,0.6,0.134498475,0.6,0.7,0.060869565,0.5,0,phishtank
5.555555556,0.6,0.6,0.320935963,0.6,0.7,0.060869565,0.5,0,phishtank
5.444444444,0.6,0.6,0.165530084,0.6,0.7,0.060869565,0.5,0,phishtank
6,0.6,0.6,0.156276848,0.6,0.7,0.060869565,0.5,0.68,phishtank
5.555555556,0.6,0.6,0.347375904,0.6,0.7,0.060869565,0.5,0,phishtank
5.444444444,0.6,0.6,0.161813287,0.6,0.7,0.060869565,0.5,0,phishtank
6.333333333,0.6,0.6,0.081297617,0.6,0.7,0.29068323,0.5,0.517241379,phishtank
5.777777778,0.6,0.049445005,0.074496193,0.78538648,0.7,0.011180124,0.5,0.46875,phishtank
6,0.097315436,0.272452069,0.080210168,0,0.7,0.060869565,0.5,0.636363636,phishtank
5.777777778,0.6,0.6,0.070924644,0.6,0.7,0.034782609,0.5,0.6,phishtank
5.555555556,0.412751678,0.065590313,0.074593946,0.729644717,0.7,0.060869565,0.5,0.555555556,phishtank
5.555555556,0.412751678,0.065590313,0.074593946,0.729644717,0.7,0.060869565,0.5,0.555555556,phishtank
5.555555556,0.412751678,0.065590313,0.062430394,0.729644717,0.7,0.060869565,0.5,0.692307692,phishtank
6,0.6,0.6,0.057325158,0.6,0.7,0.060869565,0.5,0.764705882,phishtank
6,0.6,0.6,0.055984456,0.6,0.7,0.6,0.5,0.423076923,phishtank
5.444444444,0.3098434,0.066599395,0.054808645,0.6,0.7,0.060869565,0.5,0.75,phishtank
6.222222222,0.6,0.049445005,0.06517458,0.78538648,0.7,0.060869565,0.5,0.611111111,phishtank
6.444444444,0.6,0.6,0.618135001,0.6,0.7,0.01863354,0.5,0.733333333,phishtank
6,0.6,0.6,0.136982134,0.6,0.7,0.01863354,0.5,0.7,phishtank
5.666666667,0.097315436,0.272452069,0.069191991,0,0.7,0.028571429,0.5,0.5,phishtank
5.777777778,0.161073826,0.031281534,0.072458378,0.122601732,0.7,0.060869565,0.5,0.684210526,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
6.888888889,0.6,0.049445005,0.060946536,0.78538648,0.7,0.093167702,0.5,1,phishtank
5.666666667,0.6,0.6,0.067680131,0.6,0.7,0.023602484,0.5,0.714285714,phishtank
5.666666667,0.6,0.6,0.067680131,0.6,0.7,0.023602484,0.5,0.714285714,phishtank
5.666666667,0.6,0.6,0.067680131,0.6,0.7,0.023602484,0.5,0.714285714,phishtank
5.666666667,0.097315436,0.272452069,0.049806379,0,0.6,0.060869565,0.5,0.647058824,phishtank
5.555555556,0.412751678,0.065590313,0.074593946,0.729644717,0.7,0.060869565,0.5,0.555555556,phishtank
5.555555556,0.412751678,0.065590313,0.074593946,0.729644717,0.7,0.060869565,0.5,0.555555556,phishtank
6.111111111,0.6,0.6,0.250946782,0.6,0.6,0.060869565,0.5,0.642857143,phishtank
6.111111111,0.6,0.6,0.250946782,0.6,0.6,0.060869565,0.5,0.642857143,phishtank
5.777777778,0.6,0.486377397,0.06266623,0.6,0.7,0.060869565,0.5,0.631578947,phishtank
5.777777778,0.6,0.049445005,0.05936292,0.78538648,0.5,0.060869565,0.5,0.578947368,phishtank
6,0.6,0.6,0.144249571,0.6,0.7,0.060869565,0.5,0.62962963,phishtank
6,0.6,0.6,0.058324835,0.6,0.7,0.002484472,0.5,0.444444444,phishtank
6,0.6,0.6,0.156093264,0.6,0.7,0.060869565,0.5,0.68,phishtank
5.333333333,0.6,0.6,0.137260112,0.6,0.7,0.060869565,0.5,0,phishtank
5.444444444,0.387024609,0.529767911,0.047524431,0.6,0.7,0.060869565,0.5,0.6,phishtank
5.444444444,0.387024609,0.529767911,0.047524431,0.6,0.7,0.060869565,0.5,0.6,phishtank
6.222222222,0.6,0.6,0.054042551,0.6,0.7,0.001242236,0.5,0.714285714,phishtank
6.222222222,0.6,0.6,0.054042551,0.6,0.7,0.001242236,0.5,0.714285714,phishtank
6.111111111,0.097315436,0.272452069,0.058971344,0,0.7,0.093167702,0.5,0.666666667,phishtank
5.222222222,0.6,0.457114026,0.063152812,0.6,0.3,0.060869565,0.5,0.571428571,phishtank
6.555555556,0.6,0.049445005,0.082786143,0.78538648,0.7,0.093167702,0.5,0.692307692,phishtank
6.555555556,0.6,0.049445005,0.082786143,0.78538648,0.7,0.093167702,0.5,0.692307692,phishtank
6.555555556,0.6,0.049445005,0.082786143,0.78538648,0.7,0.093167702,0.5,0.692307692,phishtank
6.555555556,0.6,0.049445005,0.08169983,0.78538648,0.7,0.093167702,0.5,0.615384615,phishtank
5.555555556,0.097315436,0.272452069,0.049806379,0,0.5,0.060869565,0.5,0.647058824,phishtank
5.777777778,0.6,0.6,0.060036922,0.122601732,0.6,0.060869565,0.5,0.666666667,phishtank
5.777777778,0.6,0.6,0.060036922,0.122601732,0.6,0.060869565,0.5,0.666666667,phishtank
6.222222222,0.097315436,0.272452069,0.068712939,0,0.7,0.060869565,0.5,0.833333333,phishtank
6.222222222,0.097315436,0.272452069,0.068712939,0,0.7,0.060869565,0.5,0.833333333,phishtank
6.222222222,0.6,0.6,0.115901059,0.6,0.7,0.29068323,0.5,0.45,phishtank
6.222222222,0.097315436,0.272452069,0.066138649,0,0.7,0.060869565,0.5,0.833333333,phishtank
6.222222222,0.097315436,0.272452069,0.068712939,0,0.7,0.060869565,0.5,0.833333333,phishtank
7.222222222,0.6,0.049445005,0.664482046,0.78538648,0.7,0.6,0.5,0.4,phishtank
5.888888889,0.097315436,0.272452069,0.052783327,0,0.7,0.060869565,0.5,0.75,phishtank
6.333333333,0.6,0.6,0.063581581,0.6,0.7,0.6,0.5,0.5,phishtank
5.666666667,0.6,0.39556004,0.115343013,0.415891539,0.7,0.060869565,0.5,0.692307692,phishtank
5.666666667,0.6,0.39556004,0.115343013,0.415891539,0.7,0.060869565,0.5,0.692307692,phishtank
6.111111111,0.6,0.6,0.037977606,0.6,0.7,0.336645963,0.5,0.583333333,phishtank
5.444444444,0.6,0.39556004,0.050640376,0.415891539,0.7,0.060869565,0.5,0.64,phishtank
5.444444444,0.6,0.39556004,0.050640376,0.415891539,0.7,0.060869565,0.5,0.64,phishtank
